address1,category,category1,category2,city,latitude,longitude,name,phone,price,rating,review_count,url,zip
9149 S Sepulveda Blvd,Burgers,Fast Food,,Los Angeles,33.9537021005473,-118.396771789024,In-N-Out Burger,+18007861000,$,4,1426,https://www.yelp.com/biz/in-n-out-burger-los-angeles-2?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045
11750 Jefferson Blvd,Fast Food,,,Los Angeles,33.98618929,-118.4007124,Chick-fil-A,+13103918364,$,3.5,408,https://www.yelp.com/biz/chick-fil-a-los-angeles-12?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90230
1 World Way,Burgers,American (Traditional),Fast Food,Los Angeles,33.946711,-118.407369,Shake Shack,,$$,3,216,https://www.yelp.com/biz/shake-shack-los-angeles-3?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045
8321 Lincoln Blvd,American (New),Burgers,Asian Fusion,Los Angeles,33.9620098,-118.4214944,Humble Potato,+13239892242,$$,4,855,https://www.yelp.com/biz/humble-potato-los-angeles?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045
5908 W Manchester Ave,Fast Food,Burgers,Coffee & Tea,Los Angeles,33.959655,-118.386112,McDonald's,+13104103200,$,2,109,https://www.yelp.com/biz/mcdonalds-los-angeles-139?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045
7101 W Manchester Ave,Mexican,Tex-Mex,,Los Angeles,33.95998,-118.41685,Benny's Tacos & Chicken Rotisserie,+13106708226,$,4.5,1659,https://www.yelp.com/biz/bennys-tacos-and-chicken-rotisserie-los-angeles-4?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045
1 World Way,Chinese,Fast Food,,Los Angeles,33.9463629896365,-118.401084467769,Panda Express,+14247509969,,4.5,2,https://www.yelp.com/biz/panda-express-los-angeles-63?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045
8500 Lincoln Blvd,Tex-Mex,Fast Food,Mexican,Los Angeles,33.96078,-118.4198,Taco Bell,+13106704050,$,1.5,67,https://www.yelp.com/biz/taco-bell-los-angeles-51?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045
1 World Way,Fast Food,,,Los Angeles,33.9444,-118.39844,Chick-fil-A,+13103438309,$,3.5,14,https://www.yelp.com/biz/chick-fil-a-los-angeles-22?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045
8651 La Tijera Blvd,Mexican,,,Los Angeles,33.95878,-118.39312,Del Taco,+13106455667,$,3,79,https://www.yelp.com/biz/del-taco-los-angeles-7?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045
2171 Rosecrans Ave,Burgers,Fast Food,American (Traditional),El Segundo,33.902242932206,-118.386249414674,Shake Shack,+14243972170,$$,3.5,576,https://www.yelp.com/biz/shake-shack-el-segundo-3?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90245
600 N Sepulveda Blvd,Burgers,Fast Food,,El Segundo,33.9239348022482,-118.395639595857,In-N-Out Burger,+18007861000,$,4,208,https://www.yelp.com/biz/in-n-out-burger-el-segundo?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90245
7360 La Tijera Blvd,Fast Food,Burgers,,Los Angeles,33.97117,-118.37818,Wendy's,+13106458396,$,3,60,https://www.yelp.com/biz/wendys-los-angeles-2?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045
13425 Washington Blvd,Burgers,Fast Food,,Marina Del Rey,33.9917,-118.44606,In-N-Out Burger,+18007861000,$,4,598,https://www.yelp.com/biz/in-n-out-burger-marina-del-rey?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90292
5625 W Century Blvd,Fast Food,Burgers,,Los Angeles,33.94619,-118.37955,Carl's Jr.,+13106428931,$,2,186,https://www.yelp.com/biz/carls-jr-los-angeles-8?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045
8730 S Sepulveda Blvd,Asian Fusion,Fast Food,,Los Angeles,33.9579588,-118.3958601,Flame Broiler,+13106706279,$,2.5,98,https://www.yelp.com/biz/flame-broiler-los-angeles-2?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045
5307 W Century Blvd,Tacos,Fast Food,Tex-Mex,Los Angeles,33.94565,-118.37331,Taco Bell,+13106495506,,1,1,https://www.yelp.com/biz/taco-bell-los-angeles-67?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045
307 N Sepulveda Blvd,Mexican,Fast Food,,El Segundo,33.9196429750764,-118.396466445089,Chipotle Mexican Grill,+13104261437,$,3,259,https://www.yelp.com/biz/chipotle-mexican-grill-el-segundo-4?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90245
630 N Sepulveda Blvd,Fast Food,Mexican,,El Segundo,33.9245509750383,-118.395872697098,El Pollo Loco,+13103220808,$,3.5,112,https://www.yelp.com/biz/el-pollo-loco-el-segundo-2?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90245
201 World Way,Burgers,,,Los Angeles,33.9408736001988,-118.401868368053,The Habit Burger Grill,+13106461770,$,3,155,https://www.yelp.com/biz/the-habit-burger-grill-los-angeles-21?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045
913 W Manchester Blvd,Fast Food,Sandwiches,,Inglewood,33.9610557,-118.3722361,Arby's,+13106458626,$,3.5,47,https://www.yelp.com/biz/arbys-inglewood?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90301
1127 W Manchester Blvd,Burgers,Fast Food,Breakfast & Brunch,Inglewood,33.96022,-118.37631,Jack in the Box,+13103371945,$,2,49,https://www.yelp.com/biz/jack-in-the-box-inglewood?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90301
8500 Lincoln Blvd,Fast Food,Chicken Wings,Chicken Shop,Los Angeles,33.9606,-118.42,KFC,+13106704050,$,1.5,84,https://www.yelp.com/biz/kfc-los-angeles-51?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045
6000 Sepulveda Blvd,Burgers,Fast Food,,Culver City,33.985862,-118.394788,Five Guys,+13103910603,$$,3.5,334,https://www.yelp.com/biz/five-guys-culver-city?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90230
4718 Admiralty Way,Mexican,Fast Food,,Marina Del Rey,33.9791561169711,-118.438306129041,Chipotle Mexican Grill,+13108210059,$,3.5,309,https://www.yelp.com/biz/chipotle-mexican-grill-marina-del-rey?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90292
5933 W Century Blvd,Delis,Fast Food,Sandwiches,Los Angeles,33.946055,-118.387167,Jersey Mike's Subs,+13102159505,$$,4,99,https://www.yelp.com/biz/jersey-mikes-subs-los-angeles-18?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045
4956 W Century Blvd,Fast Food,Asian Fusion,,Inglewood,33.94497,-118.36508,WaBa Grill,+13106719222,$,4,74,https://www.yelp.com/biz/waba-grill-inglewood?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90304
101 S Pacific Coast Hwy,Burgers,Fast Food,Coffee & Tea,El Segundo,33.915792,-118.396617,McDonald's,+13106402019,$,3,113,https://www.yelp.com/biz/mcdonalds-el-segundo?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90245
311 N Pacific Coast Hwy,Salad,American (Traditional),,El Segundo,33.920019,-118.396485,The Habit Burger Grill,+13105249016,$,4,638,https://www.yelp.com/biz/the-habit-burger-grill-el-segundo?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90245
8800 S Sepulveda Blvd,Hawaiian,Poke,Salad,Los Angeles,33.9569892,-118.3957129,Mono Poke,+13103388703,$,4,268,https://www.yelp.com/biz/mono-poke-los-angeles-3?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045
Tom Bradley Terminal W,Chinese,Fast Food,,Los Angeles,33.9792938232422,-118.289093017578,Panda Express,,$$,2.5,57,https://www.yelp.com/biz/panda-express-los-angeles-26?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90044
4325 Glencoe Ave,Fast Food,Burgers,,Marina Del Rey,33.98602,-118.43984,Fatburger,+13103014468,$,3,129,https://www.yelp.com/biz/fatburger-marina-del-rey?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90292
4050 Lincoln Blvd,Fast Food,,,Venice,33.9893963,-118.4464262,Chick-fil-A,+13103013330,$,2.5,138,https://www.yelp.com/biz/chick-fil-a-venice?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90292
5223 W Century Blvd,Fast Food,Burgers,Coffee & Tea,Los Angeles,33.94573,-118.37084,McDonald's,+13104101707,$,2.5,105,https://www.yelp.com/biz/mcdonalds-los-angeles-74?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045
639 N Sepulveda Blvd,Fast Food,Burgers,,El Segundo,33.9247901,-118.3965449,Carl's Jr.,+13103221318,$,3,53,https://www.yelp.com/biz/carls-jr-el-segundo?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90245
14800 S Western Ave,Caterers,,,Gardena,33.8969616186225,-118.308583125472,Mr Fries Man,+14242923616,,4,619,https://www.yelp.com/biz/mr-fries-man-gardena-2?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90249
460 N Sepulveda Blvd,Fast Food,Burgers,,El Segundo,33.921296,-118.395814,Five Guys,+13103220155,$,3.5,288,https://www.yelp.com/biz/five-guys-el-segundo-3?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90245
229 Main St,Sandwiches,Cuban,Fast Food,El Segundo,33.9181992,-118.4162579,Havana Sandwich Company,+13106400014,$,4,322,https://www.yelp.com/biz/havana-sandwich-company-el-segundo?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90245
1 World Way,Fast Food,,,Los Angeles,33.9467027938736,-118.401077305439,Chik Fil A,+13103438309,$,3,6,https://www.yelp.com/biz/chik-fil-a-los-angeles-4?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045
4680 Lincoln Blvd,Fast Food,Burgers,Coffee & Tea,Los Angeles,33.981,-118.43904,McDonald's,+13103054589,$,2,83,https://www.yelp.com/biz/mcdonalds-los-angeles-180?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90292
3411 W Century Blvd,Burgers,Fast Food,,Inglewood,33.9457833,-118.3323668,In-N-Out Burger,+18007861000,$,4,230,https://www.yelp.com/biz/in-n-out-burger-inglewood?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90301
1200 W Manchester Blvd,Mexican,Fast Food,,Inglewood,33.95958,-118.37745,El Pollo Loco,+13106452491,$,2,97,https://www.yelp.com/biz/el-pollo-loco-inglewood-9?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90301
613 W Manchester Blvd,Breakfast & Brunch,Tacos,Sandwiches,Inglewood,33.96199,-118.36702,Maria's Ricos Tacos,+13106728226,$,4,634,https://www.yelp.com/biz/marias-ricos-tacos-inglewood-3?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90301
1 World Way,Burgers,Fast Food,,Los Angeles,33.942536,-118.397344,Carl's Jr Green Burrito,+13108903363,$,2.5,45,https://www.yelp.com/biz/carls-jr-green-burrito-los-angeles-3?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045
4801 West Century Blvd.,Burgers,Fast Food,,Inglewood,33.94572,-118.36166,Rally's,+13106778272,$,2.5,34,https://www.yelp.com/biz/rallys-inglewood-3?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90304
8647 S Sepulveda Blvd,Sandwiches,Salad,Soup,Westchester,33.9585317807181,-118.396644070745,Panera Bread,+13106419200,$$,2.5,394,https://www.yelp.com/biz/panera-bread-westchester-3?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045
380 World Way,Chicken Wings,Fast Food,Chicken Shop,Los Angeles,33.943153,-118.409223,KFC,,$,1.5,24,https://www.yelp.com/biz/kfc-los-angeles-58?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045
4940 W Century Blvd,Chinese,Fast Food,,Inglewood,33.9452951,-118.3645734,Panda Express,+13104190468,$,3,63,https://www.yelp.com/biz/panda-express-inglewood-4?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90304
1701 Ocean Park Blvd,Burgers,,,Santa Monica,34.0126288,-118.4668171,Shaka Shack Burgers,+13104505551,$$,4.5,795,https://www.yelp.com/biz/shaka-shack-burgers-santa-monica?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90405
5933 W Century Blvd,Pizza,Salad,Sandwiches,Los Angeles,33.946155,-118.387154,zpizza Taproom,+13103420179,$$,4,205,https://www.yelp.com/biz/zpizza-taproom-los-angeles-3?adjust_creative=vimtcrqNbIfujUcXQz8lVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vimtcrqNbIfujUcXQz8lVA,90045